Epoch,Average reward,Min reward,Max reward,Cumulative Reward
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0
28,4.0,0.0,10.0,40.0
29,7.0,0.0,10.0,70.0
30,7.0,0.0,10.0,70.0
31,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
